;Unnamed: 0;brand;name;spec_rating;processor;CPU;Ram;Ram_type;ROM;ROM_type;GPU;display_size;resolution_width;resolution_height;price;OS;warranty
472;536;Acer;Aspire 5 A515-57G Gaming Laptop;66;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;52128;Windows 11 OS;a
473;537;Acer;Aspire 3 A315-59 Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics ;15,6;1920;1080;39990;Windows 11 OS;a
474;538;Dell;Inspiron 3525 Laptop;66;5th Gen AMD Ryzen 7  5825U;Octa Core, 16 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Radeon Graphics;15,6;1920;1080;54790;Windows 11 OS;a
475;539;Acer;Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop;86;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;32GB;LPDDR5;2TB;SSD;8GB NVIDIA GeForce RTX 3070 Ti;16;2560;1600;147090;Windows 11 OS;a
476;540;HP;Pavilion 14-dv2041TU Laptop;61;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;67990;Windows 11 OS;a
477;541;MSI;Thin GF63 11SC-853IN Gaming Laptop;70;11th Gen Intel Core i5 11400H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA Geforce GTX1650 Max Q;15,6;1920;1080;49290;Windows 10 OS;b
478;542;Asus;TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop;62;10th Gen Intel Core i5 10300H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;51990;Windows 11  OS;a
479;543;HP;Pavilion 14-dv2015TU Laptop;64;12th Gen Intel Core i7 1255U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;1TB;SSD;Intel Iris Xe Graphics;14;1920;1080;83149;Windows 11 OS;a
480;544;HP;Pavilion 15s-FQ5009TU Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe;15,6;1920;1080;54999;Windows 11 OS;a
481;545;Samsung;Galaxy Book2 15 Laptop;65;12th Gen Intel Core i7 1255U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;74990;Windows 11 OS;a
482;546;Lenovo;IdeaPad Gaming 3 82K200X3IN Laptop;67;5th Gen AMD Ryzen 7  5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;66990;Windows 11 OS;a
483;547;HP;Pavilion 15-eg2009TU Laptop;62;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe;15,6;1920;1080;61990;Windows 11 OS;a
484;548;HP;Pavilion 14-ec1003AU Laptop;69;5th Gen AMD Ryzen 5 5625U ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1080;51573;Windows 11 OS;a
485;549;Acer;Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;256GB;SSD;Intel Integrated UHD;15,6;1920;1080;31500;Windows OS;a
486;551;Acer;Extensa EX215-54 NX.EGJSI.00E Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;4GB;DDR4;256GB;SSD;Intel Integrated UHD;15,6;1920;1080;29000;Windows 11 OS;a
487;552;HP;15s-eq2143au Laptop;69;5th Gen AMD Ryzen 3  5300U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;32990;Windows OS;a
488;554;Lenovo;Ideapad 15ALC6 82KU017KIN Laptop;69;5th Gen AMD Ryzen 5  5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon;15,6;1920;1080;36990;Windows 11 OS;a
489;555;Apple;MacBook Pro 14 inch MKGQ3HN Laptop;69;Apple M1 Pro M1 Pro;10 Cores (8P + 2E);16GB;Unified;1TB;SSD;16-core GPU;14,2;3024;1964;239900;Mac OS;a
490;556;Apple;MacBook Pro 16 inch MK1A3HN Laptop;60;Apple M1 Max M1 Max;10 Cores;32GB;Unified;1TB;SSD;32-core GPU;16,2;3456;2234;309490;Mac OS;a
491;557;Dell;Inspiron 3511 Laptop;69;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;49990;Windows 10  OS;a
492;558;Dell;Inspiron 3511 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;1TB;Hard-Disk;Intel Integrated;15,6;1920;1080;40250;Windows 10 OS;a
494;560;Asus;VivoBook F571LH-BQ435T Gaming Laptop;72;10th Gen Intel Core i7 10870H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;59990;Windows 10 OS;a
495;561;Dell;Inspiron 3511 Laptop;65;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;1TB;Hard-Disk;2GB NVIDIA GeForce MX350;15,6;1920;1080;57990;Windows 10 OS;a
496;562;Realme;Book Slim Laptop;69;11th Gen Intel Core i3 1115G4 ;Dual Core, 4 Threads;8GB;LPDDR4x;256GB;SSD;Intel UHD Graphics;14;1440;2160;36999;Windows 10 OS;a
497;563;Xiaomi;RedmiBook Pro 15 Laptop;67;5th Gen AMD Ryzen 5  5600H ;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;3200;2000;53990;Windows 10  OS;a
498;564;Xiaomi;RedmiBook Pro 14 Laptop;62;5th Gen AMD Ryzen 5  5500U ;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;2560;1600;48990;Windows 10  OS;a
499;565;Vaio;SE14 NP14V3IN033P Laptop;69;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;39990;Windows 10 OS;b
500;566;HP;15s-GR0012AU Laptop;61;3rd Gen AMD Ryzen 3  3250U;Dual Core, 4 Threads;8GB;DDR4;1TB;Hard-Disk;AMD Radeon Vega 6;15,6;1920;1080;37290;Windows 10 OS;a
501;568;Microsoft;Surface Laptop 3 1873;69;3rd Gen AMD Ryzen 5  3580U;Quad Core, 8 Threads;8GB;DDR4;128GB;SSD;AMD Radeon Vega 9;15;2496;1664;60390;Windows 10 OS;a
502;569;Huawei;MateBook D15 Laptop;65;3rd Gen AMD Ryzen 5 3500U ;Quad Core, 8 Threads;8GB;DDR4;256GB;SSD;2GB NVIDIA GeForce MX250;15,6;1920;1080;54999;Windows 10 OS;a
503;570;HP;EliteBook 840 G6;69;8th Gen Intel Core i5 8265U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Integrated UHD Graphics 620;14;1920;1080;90464;Windows 10 OS;d
504;571;Acer;Swift SF514-52T NX.GTMSI.025 Laptop;61;8th Gen Intel Core i5 8250U;Quad Core, 8 Threads;8GB;DDR3;512GB;SSD;Intel Integrated UHD 620;14;1920;1080;54490;Windows 10 OS;a
505;572;Apple;MacBook Pro 2018 13-inch Touch Bar Laptop;69;Intel;Quad Core;8GB;DDR3;512GB;SSD;Intel Iris Plus Graphics 655;13,3;1600;2560;199900;Mac High Sierra OS;a
507;574;Dell;Latitude 13 5320 2 in 1 Laptop;62;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;256GB;SSD;Intel UHD Graphics;13,3;1920;1080;89999;Windows 10  OS;a
508;575;Dell;Latitude 9430 Laptop;62;12th Gen Intel Core i7 1265U;10 Cores (2P + 8E), 12 Threads;32GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14,1;2560;1600;260000;Windows OS;a
509;576;Acer;Aspire Lite 15 AL15-51 2023  Laptop;64;11th Gen Intel Core i5 1155G7;Quad Core, 8 Threads;16GB;DDR4;1TB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;45999;Windows 11 OS;a
510;577;Lenovo;Thinkpad P16s 21BTS0DG00 Laptop;69;12th Gen Intel Core i7 1260P;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;1TB;SSD;Intel UHD Graphics;16;1920;1200;106990;Windows 11 OS;d
511;578;Lenovo;ThinkPad X1 Carbon 21HMS00000 Laptop;64;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14;1920;1200;221990;Windows 11 OS;a
513;580;Acer;Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop;86;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;32GB;LPDDR5;2TB;SSD;8GB NVIDIA GeForce RTX 3070 Ti;16;2560;1600;146990;Windows 11 OS;a
514;582;Asus;TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop;62;10th Gen Intel Core i5 10300H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;52990;Windows 11  OS;a
515;583;Acer;Swift 3 SF314-512 NX.K0FSI.002 Laptop;69;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;8GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;14;2560;1440;59990;Windows 11 OS;a
516;584;Dell;Inspiron 15 3511 Laptop;69;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD Graphics;15,6;1920;1080;52990;Windows 11  OS;a
517;585;Samsung;Galaxy Book2 15 Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;64490;Windows 11 OS;a
518;586;Samsung;Galaxy Book2 Laptop;62;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;8GB;LPDDR4x;512GB;SSD;4GB Intel Arc A350M Graphics;15,6;1920;1080;78990;Windows 11 OS;a
519;587;Samsung;Galaxy Book2 15 Laptop;69;12th Gen Intel Core i5 1235U ;10 Cores, 12 Threads;8GB;LPDDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;59900;Windows 11 OS;a
520;588;HP;Pavilion 14-EC1019AU Laptop;69;5th Gen AMD Ryzen 5  5625U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon AMD;14;1920;1080;55990;Windows 11 OS;a
521;589;Lenovo;V15-IGL 82C3A008IH Laptop;69;Intel Celeron  N4020 ;Dual Core, 2 Threads;4GB;DDR4;256GB;SSD;Intel Integrated UHD;15,6;1920;1080;19990;DOS OS;a
522;590;Realme;Book Prime Laptop;63;11th Gen Intel Core i5 11320H;Quad Core, 8 Threads;16GB;LPDDR4X;512GB;SSD;Intel Iris Xe Graphics;14;2160;1440;47990;Windows 11 OS;a
523;593;Samsung;Galaxy Book2 Pro 360 13 Laptop;72;12th Gen Intel Core i7 1260P ;Octa Core, 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;13,3;1080;1920;112990;Windows 11 OS;a
524;594;Samsung;Galaxy Book2 Pro 13 Laptop;67;12th Gen Intel Core i7 1260P ;Octa Core, 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;13,3;1080;1920;101990;Windows 11 OS;a
525;595;Samsung;Galaxy Book2 Pro 360 13 Laptop;71;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;13,3;1080;1920;102990;Windows 11 OS;a
526;596;Asus;Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop;69;Intel Pentium Silver  N6000;Quad Core, 4 Threads;4GB;LPDDR4X;128GB;Hard-Disk;Intel UHD Graphics;13,3;1920;1080;33499;Windows 11 OS;a
527;597;HP;15s-eq2143au Laptop;69;5th Gen AMD Ryzen 3  5300U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;33999;Windows OS;a
528;599;Apple;MacBook Pro 16 inch MK183HN Laptop;69;Apple M1 Pro M1 Pro;10 Cores;16GB;Unified;512GB;SSD;16-core GPU;16,2;3456;2234;215994;Mac OS;a
529;600;Apple;MacBook Pro 14 inch MKGQ3HN Laptop;69;Apple M1 Pro M1 Pro;10 Cores (8P + 2E);16GB;Unified;1TB;SSD;16-core GPU;14,2;3024;1964;215994;Mac OS;a
530;601;Asus;VivoBook X509FA-BR301T Laptop;69;10th Gen Intel Core i3 10110U ;Dual Core, 4 Threads;4GB;DDR4;1TB;Hard-Disk;Intel UHD Graphics;15,6;1920;1080;26500;Windows 10 OS;a
531;603;Xiaomi;Mi Notebook Pro X 15 Laptop;65;11th Gen Intel Core i5 11300H ;Quad Core, 8 Threads;16GB;LPDDR4x;512GB;SSD;Intel Iris Xe Graphics;15,6;2160;3456;79990;Windows 10  OS;a
532;604;Dell;Inspiron 5518 Laptop;70;11th Gen Intel Core i5 11300H;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;68000;Windows 10 OS;a
533;605;Lenovo;IdeaPad 3 15ITL6 82H8014BIN Laptop;60;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;47925;Windows 10 OS;a
534;606;Xiaomi;RedmiBook Pro 15 Laptop;70;5th Gen AMD Ryzen 7 5800H ;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;3200;2000;59990;Windows 10  OS;a
535;609;Dell;Latitude 3410 Laptop;69;10th Gen Intel Core i5 10210U ;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel HD;14;1366;768;67800;Ubuntu OS;a
536;610;Microsoft;Surface Laptop 3 1873;69;3rd Gen AMD Ryzen 5  3580U;Quad Core, 8 Threads;8GB;DDR4;128GB;SSD;AMD Radeon Vega 9;15;2496;1664;60490;Windows 10 OS;a
537;611;Apple;MacBook Air 2020 Laptop;69;10th Gen Intel Core i3;Quad Core, 8 Threads;8GB;LPDDR4X;256GB;SSD;Intel Iris Plus;13,3;2560;1600;72999;"Mac 10.15.3	 OS";c
538;612;Apple;MacBook Air 2020 Laptop;69;10th Gen Intel Core i7;Quad Core, 8 Threads;8GB;LPDDR4X;512GB;SSD;Intel Iris Plus;13,3;2560;1600;109999;"Mac 10.15.3	 OS";c
539;615;Dell;Inspiron 5370 Laptop;67;8th Gen Intel Core i7 8550U;Quad Core, 8 Threads;8GB;DDR4;256GB;SSD;4GB Geforce MX130;13,3;1920;1080;87990;Windows 10 OS;a
540;616;HP;ZBook 15 G6 Laptop;69;9th Gen intel Core i7 9750H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;Intel UHD Graphics 630;15,6;3840;2160;121900;Windows 10 OS;c
541;617;Asus;ZenBook Pro 15 UX580GE-E2032T Laptop;69;8th Gen Intel Core i9 8950HK;Hexa Core, 12 Threads;16GB;DDR4;1TB;SSD;4GB NVIDIA Geforce GTX 1050Ti;15,6;3840;2160;136490;Windows 10 OS;a
542;620;Gigabyte;G5 MF-E2IN313SHLaptop;77;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;8GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;143700;Windows 11 OS;b
543;621;HP;15s-er2004AU Laptop;69;5th Gen AMD Ryzen 7  5700U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon;15,6;1920;1080;50490;Windows 11 OS;a
544;622;Dell;Inspiron 3530 IN3530RMD8W001ORS1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;1TB;SSD;Intel UHD Graphics;15,6;1920;1080;71990;Windows 11 OS;a
545;623;Dell;G15-5530 15 2023 Gaming Laptop;75;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;136899;Windows 11 OS;a
546;624;Lenovo;IdeaPad Flex 5 82R9008FIN Laptop;69;5th Gen AMD Ryzen 5  5500U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1200;62990;Windows 11 OS;a
547;625;Asus;Vivobook Go 14 E1404FA-NK547WS Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;43990;Windows 11 OS;a
548;626;Acer;Aspire 3 A315-24P NX.KDESI.00B Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;33990;Windows 11 OS;a
549;627;Asus;Vivobook 15X OLED M3504YA-LK552WS Laptop;65;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;1TB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;58990;Windows 11 OS;a
550;629;MSI;Pulse 15 B13VGK-1296IN Gaming Laptop;71;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;15,6;2560;1440;154990;Windows 11 OS;b
551;630;MSI;Summit B15 A11M-236IN Laptop;64;11th Gen Intel Core i7 1185G7;Quad Core, 8 Threads;16GB;DDR4;1TB;SSD;Intel Iris Xe;15,6;1920;1080;69990;Windows 10 OS;b
552;631;Lenovo;Thinkpad L14 Gen 2 ?20X1S10V00 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;50000;DOS OS;d
553;632;Lenovo;V15 G4 Laptop;69;7th Gen AMD Ryzen 5 7520U ;Quad Core, 8 Threads;8GB;DDR5;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;36990;Windows 11 OS;a
554;633;Asus;Vivobook 15X OLED M3504YA-LK741WS Laptop;66;7th Gen AMD Ryzen 7  7730U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;Integrated AMD Radeon Graphics;15,6;1920;1080;76500;Windows 11 OS;a
555;634;Lenovo;IdeaPad 3 15IAU7 82RK00WXIN Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;256GB;SSD;Intel UHD Graphics ;15,6;1920;1080;33990;Windows 11 OS;a
556;636;Lenovo;IdeaPad 1 15AMN7 82VG00ERIN Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon 610M;15,6;1920;1080;32990;Windows 11 OS;a
557;637;Asus;Vivobook 16X K3605VU-MB541WS Laptop;69;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA Geforce RTX 4050;16;1920;1200;103221;Windows 11 OS;a
558;638;Asus;Vivobook 16X K3605ZU-MB542WS Laptop;71;12th Gen Intel Core i5 12450H ;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA Geforce RTX 4050;16;1920;1200;89990;Windows 11 OS;a
559;639;Lenovo;IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop;69;11th Gen Intel Core i5 11320H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050 ;15,6;1920;1080;56990;Windows 11 OS;a
560;640;Asus;Vivobook Go 14 E1404FA-NK543WS Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;44980;Windows 11 OS;a
561;641;Asus;Vivobook Go 14 E410KA-EK013W Laptop;69;Intel   N4500;Dual Core, 2 Threads;8GB;DDR4;256GB;SSD;Intel Integrated UHD;14;1920;1080;23990;Windows OS;a
562;642;Asus;Vivobook Pro 15 OLED M6500QC-LK741WS Laptop;63;5th Gen AMD Ryzen 7 5800HS;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;76990;Windows 11 OS;a
563;643;Acer;Chromebook CB314-3H NX.K04SI.008 Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;8GB;LPDDR4X;64GB;SSD;Intel Integrated UHD;14;1080;1920;26920;Chrome OS;a
564;644;Ultimus;Lite NU14U4INC44BN-CS Laptop;69;Intel Celeron  N4020;Dual Core, 2 Threads;4GB;DDR4;256GB;SSD;Intel Integrated UHD Graphics;14,1;1366;768;14490;Windows 11 OS;a
565;645;Dell;Inspiron 3520 IN3520KTMFJS01ORS1 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;38990;Windows 11 OS;a
566;646;Lenovo;IdeaPad Gaming 3 15ACH6 82K20289IN Laptop;63;5th Gen AMD Ryzen 5 5500H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;52990;Windows 11 OS;a
567;647;HP;Omen 17-ck2011TX Gaming Laptop;88;13th Gen Intel Core i9 13900HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;1TB;SSD;16GB NVIDIA GeForce RTX 4090 ;17,3;2560;1440;362999;Windows 11  OS;a
568;648;Acer;Aspire 5 A515-58GM 15 2023 Gaming Laptop;65;13th Gen Intel Core i5 13420H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;64990;Windows 11 OS;a
569;649;Acer;Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop;64;13th Gen Intel Core i5 13420H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;62990;Windows 11 OS;a
570;650;Acer;One 11 Z8-284 UN.013SI.032 Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;8GB;DDR4;256GB;SSD;Intel Integrated UHD;11,6;1366;768;18990;Windows 11 OS;a
571;651;HP;Omen 16-u0022TX Gaming Laptop;78;13th Gen Intel Core i7 13700HX;16 Cores (8P + 8E), 24 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;16,1;2560;1600;169999;Windows 11 OS;a
572;652;HP;Omen 16-u0021TX Gaming Laptop;80;13th Gen Intel Core i7 13700HX;16 Cores (8P + 8E), 24 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16,1;2560;1600;189999;Windows 11 OS;a
573;653;HP;Omen 16-u0024TX Gaming Laptop;88;13th Gen Intel Core i9 13900HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;2TB;SSD;8GB NVIDIA GeForce RTX 4070;16,1;2560;1600;298999;Windows 11 OS;a
574;654;HP;Pavilion Plus ?14-ey0789AU Laptop;70;7th Gen Amd Ryzen 7 7840H;Octa Core, 16 Threads;16GB;LPDDR5x;1TB;SSD;AMD Radeon 780M Graphics;14;2880;1800;99999;Windows 11 OS;a
575;655;HP;Omen 17-ck2008AX Gaming Laptop;85;13th Gen Intel Core i7 13700HX;16 Cores (8P + 8E), 24 Threads;16GB;DDR5;1TB;SSD;12GB NVIDIA GeForce RTX 4080;17,3;2560;1440;267999;Windows 11 OS;a
576;656;Lenovo;IdeaPad Pro 5 83AQ005SIN Gaming Laptop;63;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;LPDDR5;1TB;SSD;6GB NVIDIA GeForce RTX 3050;16;2560;1600;108990;Windows 11  OS;d
577;657;Lenovo;IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop;69;11th Gen Intel Core i5 11320H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;51990;Windows 11 OS;a
578;658;Asus;TUF Gaming F17 FX706HF-HX019W Laptop;66;11th Gen Intel Core i5 11400H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;17,3;1920;1080;62608;Windows 11 OS;a
579;659;Acer;Aspire 5 A515-57G-58R7 Gaming Laptop;67;12th Gen Intel Core i5 1240P;12 Cores (4P + 8E), 16 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;57999;Windows 11 OS;a
581;661;Dell;Inspiron 5430 IN5430FR0KC001ORS1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;62990;Windows 11 OS;a
582;662;Lenovo;IdeaPad Slim 5 82XD005RIN Laptop;69;13th Gen Intel Core i5 13420H;Octa Core (4P + 4E), 12 Threads;16GB;LPDDR5;512GB;SSD;Integrated Intel Iris Xe Graphics;14;1920;1200;71990;Windows 11 OS;b
583;663;Lenovo;Legion Pro 7 2023 82WQ007TIN Gaming Laptop;85;13th Gen Intel Core i9 13900HX;24 Cores (8P + 16E), 32 Threads;32GB;DDR5;1TB;SSD;12GB NVIDIA Geforce RTX 4080;16;2560;1600;297990;Windows 11 OS;a
584;664;Lenovo;Legion Slim 5 82YA00DXIN Gaming Laptop;78;13th Gen Intel Core i7 13620H;10 Cores (6P + 4E), 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;138490;Windows 11 OS;a
585;665;Lenovo;Legion 5 Pro 82JQ010EIN Laptop;77;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 3060;16;2560;1600;103395;Windows 11 OS;a
586;666;Lenovo;IdeaPad 5 Pro 82SN00F0IN Gaming Laptop;66;6th Gen AMD Ryzen 7 6800HS ;Octa Core, 16 Threads;16GB;LPDDR5;512GB;SSD;4GB NVIDIA GeForce RTX 3050;16;2560;1600;88990;Windows 11  OS;d
587;667;MSI;CreatorPro Z16 HX B13VKTO-214IN Laptop;89;13th Gen Intel Core i9 13950HX;24 Cores (8P + 16E);64GB;DDR5;2TB;SSD;8GB NVIDIA RTX 3000 Ada;16;2560;1600;419990;Windows 11 OS;b
588;668;Lenovo;IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop;65;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;14;1920;1200;87990;Windows 11 OS;a
589;669;Lenovo;IdeaPad Slim 3 82RK00EMIN Laptop;62;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;48990;Windows 11 OS;a
590;670;MSI;Bravo 15 B7ED-011IN Gaming Laptop;70;7th Gen AMD Ryzen 7 7735HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;4GB AMD Radeon RX6550M;15,6;1920;1080;79990;Windows 11 OS;a
